SM,plate,celltype,sample_type,sort_type
RC17_after_mesDA_17_F3,RC17_after_mesDA_17_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_G3,RC17_after_mesDA_17_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_G4,RC17_after_mesDA_17_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_G7,RC17_after_mesDA_17_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C5,RC17_after_mesDA_16_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_B5,RC17_after_mesDA_16_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E5,RC17_after_mesDA_16_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D5,RC17_after_mesDA_16_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_G4,RC17_after_mesDA_16_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_F4,RC17_after_mesDA_16_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_H4,RC17_after_mesDA_16_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C3,RC17_after_mesDA_16_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B2,RC17_after_mesDA_3_B2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C2,RC17_after_mesDA_3_C2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H1,RC17_after_mesDA_3_H1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D2,RC17_after_mesDA_3_D2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E2,RC17_after_mesDA_3_E2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_G5,RC17_after_mesDA_2_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_F5,RC17_after_mesDA_2_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_G4,RC17_after_mesDA_2_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A4,RC17_after_mesDA_16_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_F3,RC17_after_mesDA_16_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D3,RC17_after_mesDA_16_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E3,RC17_after_mesDA_16_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D4,RC17_after_mesDA_16_D4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_G1,RC17_after_mesDA_17_G1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B1,RC17_after_mesDA_3_B1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A1,RC17_after_mesDA_3_A1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_H12,RC17_after_mesDA_2_H12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_D2,RC17_after_mesDA_17_D2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_E2,RC17_after_mesDA_17_E2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B4,RC17_after_mesDA_3_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_F4,RC17_after_mesDA_18_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_G4,RC17_after_mesDA_18_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G2,RC17_after_mesDA_3_G2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F2,RC17_after_mesDA_3_F2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A3,RC17_after_mesDA_3_A3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H2,RC17_after_mesDA_3_H2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C3,RC17_after_mesDA_3_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B3,RC17_after_mesDA_3_B3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E3,RC17_after_mesDA_3_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D3,RC17_after_mesDA_3_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C6,RC17_after_mesDA_16_C6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_E12,RC17_after_mesDA_17_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_D12,RC17_after_mesDA_17_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_E11,RC17_after_mesDA_17_E11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_D11,RC17_after_mesDA_17_D11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_F11,RC17_after_mesDA_17_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_A12,RC17_after_mesDA_17_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_C4,RC17_after_mesDA_18_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_B4,RC17_after_mesDA_18_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_C3,RC17_after_mesDA_18_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_G3,RC17_after_mesDA_18_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F1,RC17_after_mesDA_3_F1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D1,RC17_after_mesDA_3_D1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E1,RC17_after_mesDA_3_E1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G1,RC17_after_mesDA_3_G1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_A12,RC17_after_mesDA_4_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_D12,RC17_after_mesDA_4_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_E12,RC17_after_mesDA_4_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_C10,RC17_after_mesDA_17_C10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F12,RC17_after_mesDA_3_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G12,RC17_after_mesDA_3_G12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H12,RC17_after_mesDA_3_H12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_A1,RC17_after_mesDA_4_A1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_B1,RC17_after_mesDA_4_B1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_E1,RC17_after_mesDA_4_E1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_F1,RC17_after_mesDA_4_F1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_A5,RC17_after_mesDA_17_A5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_D10,RC17_after_mesDA_4_D10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_B10,RC17_after_mesDA_4_B10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_C10,RC17_after_mesDA_4_C10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_D9,RC17_after_mesDA_4_D9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_E9,RC17_after_mesDA_4_E9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_B4,RC17_after_mesDA_16_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C4,RC17_after_mesDA_16_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_H3,RC17_after_mesDA_16_H3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C12,RC17_after_mesDA_3_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B12,RC17_after_mesDA_3_B12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A12,RC17_after_mesDA_3_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H11,RC17_after_mesDA_3_H11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_A2,RC17_after_mesDA_4_A2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_C4,RC17_after_mesDA_2_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_H3,RC17_after_mesDA_2_H3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_A4,RC17_after_mesDA_2_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_D5,RC17_after_mesDA_18_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_C1,RC17_after_mesDA_18_C1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E8,RC17_after_mesDA_3_E8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F7,RC17_after_mesDA_3_F7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G7,RC17_after_mesDA_3_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H7,RC17_after_mesDA_3_H7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A8,RC17_after_mesDA_3_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F8,RC17_after_mesDA_3_F8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_A4,RC17_after_mesDA_17_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E4,RC17_after_mesDA_16_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_F9,RC17_after_mesDA_17_F9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_A12,RC17_after_mesDA_2_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_B6,RC17_after_mesDA_18_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_H10,RC17_after_mesDA_2_H10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_C5,RC17_after_mesDA_2_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_A5,RC17_after_mesDA_2_A5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_H4,RC17_after_mesDA_2_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_E5,RC17_after_mesDA_2_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_B5,RC17_after_mesDA_2_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_A6,RC17_after_mesDA_18_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_G5,RC17_after_mesDA_18_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_E6,RC17_after_mesDA_18_E6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_D6,RC17_after_mesDA_18_D6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_18_G6,RC17_after_mesDA_18_G6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_D5,RC17_after_mesDA_2_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_F5,RC17_after_mesDA_17_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_A6,RC17_after_mesDA_17_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_B5,RC17_after_mesDA_17_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_C5,RC17_after_mesDA_17_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_E5,RC17_after_mesDA_17_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_B6,RC17_after_mesDA_17_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_G12,RC17_after_mesDA_2_G12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_F12,RC17_after_mesDA_2_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_E12,RC17_after_mesDA_2_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_D12,RC17_after_mesDA_2_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_C12,RC17_after_mesDA_2_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_H6,RC17_after_mesDA_16_H6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A7,RC17_after_mesDA_16_A7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F11,RC17_after_mesDA_3_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D6,RC17_after_mesDA_16_D6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_F6,RC17_after_mesDA_16_F6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_G6,RC17_after_mesDA_16_G6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A6,RC17_after_mesDA_16_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_B6,RC17_after_mesDA_16_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_A8,RC17_after_mesDA_4_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_D10,RC17_after_mesDA_17_D10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D7,RC17_after_mesDA_16_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C11,RC17_after_mesDA_3_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H10,RC17_after_mesDA_3_H10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A11,RC17_after_mesDA_3_A11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E7,RC17_after_mesDA_16_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_B7,RC17_after_mesDA_16_B7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A8,RC17_after_mesDA_16_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_G7,RC17_after_mesDA_16_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H4,RC17_after_mesDA_3_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A4,RC17_after_mesDA_3_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H3,RC17_after_mesDA_3_H3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E4,RC17_after_mesDA_3_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D4,RC17_after_mesDA_3_D4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G4,RC17_after_mesDA_3_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F4,RC17_after_mesDA_3_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A5,RC17_after_mesDA_3_A5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C4,RC17_after_mesDA_3_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G3,RC17_after_mesDA_3_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F3,RC17_after_mesDA_3_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_E4,RC17_after_mesDA_2_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_F3,RC17_after_mesDA_2_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_G3,RC17_after_mesDA_2_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_D3,RC17_after_mesDA_2_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_B4,RC17_after_mesDA_2_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_E3,RC17_after_mesDA_2_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C8,RC17_after_mesDA_16_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_B8,RC17_after_mesDA_16_B8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_F12,RC17_after_mesDA_17_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D5,RC17_after_mesDA_3_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E5,RC17_after_mesDA_3_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B5,RC17_after_mesDA_3_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_H5,RC17_after_mesDA_3_H5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_A6,RC17_after_mesDA_3_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_F5,RC17_after_mesDA_3_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_G5,RC17_after_mesDA_3_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B6,RC17_after_mesDA_3_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C6,RC17_after_mesDA_3_C6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_C11,RC17_after_mesDA_2_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_C12,RC17_after_mesDA_17_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_B12,RC17_after_mesDA_17_B12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_E7,RC17_after_mesDA_17_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_D7,RC17_after_mesDA_17_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_A7,RC17_after_mesDA_17_A7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_C7,RC17_after_mesDA_17_C7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_B7,RC17_after_mesDA_17_B7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_C11,RC17_after_mesDA_16_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_D11,RC17_after_mesDA_16_D11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E11,RC17_after_mesDA_16_E11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_F11,RC17_after_mesDA_16_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_H11,RC17_after_mesDA_16_H11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A12,RC17_after_mesDA_16_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A2,RC17_after_mesDA_16_A2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_B8,RC17_after_mesDA_2_B8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_H7,RC17_after_mesDA_2_H7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_E1,RC17_after_mesDA_16_E1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_F7,RC17_after_mesDA_2_F7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_G7,RC17_after_mesDA_2_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_F1,RC17_after_mesDA_16_F1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_A8,RC17_after_mesDA_2_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_2_C8,RC17_after_mesDA_2_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_G1,RC17_after_mesDA_16_G1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_E7,RC17_after_mesDA_3_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_16_A1,RC17_after_mesDA_16_A1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D7,RC17_after_mesDA_3_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_D8,RC17_after_mesDA_3_D8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_C8,RC17_after_mesDA_3_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_3_B8,RC17_after_mesDA_3_B8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_B11,RC17_after_mesDA_4_B11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_D11,RC17_after_mesDA_4_D11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_17_F4,RC17_after_mesDA_17_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_C11,RC17_after_mesDA_4_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_4_F10,RC17_after_mesDA_4_F10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H11,RC17_after_mesDA_27_H11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D3,RC17_after_mesDA_25_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F4,RC17_after_mesDA_28_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D9,RC17_after_mesDA_28_D9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G9,RC17_after_mesDA_28_G9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F6,RC17_after_mesDA_28_F6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C7,RC17_after_mesDA_28_C7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E7,RC17_after_mesDA_28_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D6,RC17_after_mesDA_28_D6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D7,RC17_after_mesDA_28_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B7,RC17_after_mesDA_28_B7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C1,RC17_after_mesDA_27_C1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B1,RC17_after_mesDA_27_B1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A1,RC17_after_mesDA_25_A1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B1,RC17_after_mesDA_25_B1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C1,RC17_after_mesDA_25_C1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C7,RC17_after_mesDA_25_C7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F7,RC17_after_mesDA_25_F7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F6,RC17_after_mesDA_25_F6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G6,RC17_after_mesDA_25_G6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A7,RC17_after_mesDA_25_A7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D7,RC17_after_mesDA_25_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E7,RC17_after_mesDA_25_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B7,RC17_after_mesDA_25_B7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F4,RC17_after_mesDA_25_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C4,RC17_after_mesDA_25_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C5,RC17_after_mesDA_25_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A5,RC17_after_mesDA_25_A5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E4,RC17_after_mesDA_25_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D4,RC17_after_mesDA_25_D4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H4,RC17_after_mesDA_25_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D1,RC17_after_mesDA_27_D1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H1,RC17_after_mesDA_27_H1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A2,RC17_after_mesDA_27_A2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A1,RC17_after_mesDA_27_A1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D2,RC17_after_mesDA_25_D2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H12,RC17_after_mesDA_25_H12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H5,RC17_after_mesDA_27_H5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B6,RC17_after_mesDA_27_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G7,RC17_after_mesDA_28_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E6,RC17_after_mesDA_27_E6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D6,RC17_after_mesDA_27_D6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A6,RC17_after_mesDA_27_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F6,RC17_after_mesDA_27_F6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G6,RC17_after_mesDA_27_G6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A11,RC17_after_mesDA_27_A11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A7,RC17_after_mesDA_27_A7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E11,RC17_after_mesDA_25_E11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H6,RC17_after_mesDA_27_H6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H8,RC17_after_mesDA_28_H8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C9,RC17_after_mesDA_28_C9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H9,RC17_after_mesDA_28_H9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F9,RC17_after_mesDA_28_F9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H4,RC17_after_mesDA_28_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B12,RC17_after_mesDA_27_B12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D12,RC17_after_mesDA_27_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G12,RC17_after_mesDA_27_G12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F12,RC17_after_mesDA_27_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E12,RC17_after_mesDA_27_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A10,RC17_after_mesDA_27_A10,RC17_after_mesDA,graft,ES,GFP
