SM,plate,celltype,sample_type,sort_type
RC17_after_mesDA_27_D10,RC17_after_mesDA_27_D10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F9,RC17_after_mesDA_27_F9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F1,RC17_after_mesDA_25_F1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G9,RC17_after_mesDA_27_G9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H9,RC17_after_mesDA_27_H9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G1,RC17_after_mesDA_25_G1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E10,RC17_after_mesDA_27_E10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F5,RC17_after_mesDA_25_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C6,RC17_after_mesDA_25_C6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D6,RC17_after_mesDA_25_D6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A6,RC17_after_mesDA_25_A6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G5,RC17_after_mesDA_25_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E5,RC17_after_mesDA_25_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D5,RC17_after_mesDA_25_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E6,RC17_after_mesDA_25_E6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H5,RC17_after_mesDA_25_H5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B6,RC17_after_mesDA_25_B6,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G8,RC17_after_mesDA_28_G8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F8,RC17_after_mesDA_28_F8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E1,RC17_after_mesDA_25_E1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H3,RC17_after_mesDA_25_H3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D10,RC17_after_mesDA_28_D10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F10,RC17_after_mesDA_28_F10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E10,RC17_after_mesDA_28_E10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B10,RC17_after_mesDA_28_B10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G10,RC17_after_mesDA_28_G10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C11,RC17_after_mesDA_28_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C10,RC17_after_mesDA_28_C10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A2,RC17_after_mesDA_25_A2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C2,RC17_after_mesDA_25_C2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H1,RC17_after_mesDA_25_H1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B2,RC17_after_mesDA_25_B2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F2,RC17_after_mesDA_25_F2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G10,RC17_after_mesDA_27_G10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F10,RC17_after_mesDA_27_F10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D11,RC17_after_mesDA_27_D11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C3,RC17_after_mesDA_27_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B3,RC17_after_mesDA_27_B3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A3,RC17_after_mesDA_27_A3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G2,RC17_after_mesDA_27_G2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H2,RC17_after_mesDA_27_H2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E2,RC17_after_mesDA_27_E2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E11,RC17_after_mesDA_27_E11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D3,RC17_after_mesDA_27_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C9,RC17_after_mesDA_25_C9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D4,RC17_after_mesDA_27_D4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D9,RC17_after_mesDA_25_D9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E4,RC17_after_mesDA_27_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G3,RC17_after_mesDA_27_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E3,RC17_after_mesDA_27_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C5,RC17_after_mesDA_27_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B5,RC17_after_mesDA_27_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F2,RC17_after_mesDA_28_F2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D5,RC17_after_mesDA_27_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E3,RC17_after_mesDA_28_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B3,RC17_after_mesDA_28_B3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A4,RC17_after_mesDA_25_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C3,RC17_after_mesDA_28_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H2,RC17_after_mesDA_28_H2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C2,RC17_after_mesDA_27_C2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G2,RC17_after_mesDA_28_G2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B2,RC17_after_mesDA_27_B2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D12,RC17_after_mesDA_28_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E12,RC17_after_mesDA_28_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B12,RC17_after_mesDA_28_B12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C12,RC17_after_mesDA_28_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C12,RC17_after_mesDA_27_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H9,RC17_after_mesDA_25_H9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B1,RC17_after_mesDA_28_B1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C10,RC17_after_mesDA_25_C10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B10,RC17_after_mesDA_25_B10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G9,RC17_after_mesDA_25_G9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F9,RC17_after_mesDA_25_F9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A10,RC17_after_mesDA_25_A10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C1,RC17_after_mesDA_28_C1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F7,RC17_after_mesDA_28_F7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A12,RC17_after_mesDA_27_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H7,RC17_after_mesDA_28_H7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E10,RC17_after_mesDA_25_E10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G10,RC17_after_mesDA_25_G10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H2,RC17_after_mesDA_25_H2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D10,RC17_after_mesDA_25_D10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F10,RC17_after_mesDA_25_F10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D8,RC17_after_mesDA_28_D8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C4,RC17_after_mesDA_27_C4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F12,RC17_after_mesDA_28_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F3,RC17_after_mesDA_27_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A4,RC17_after_mesDA_27_A4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G12,RC17_after_mesDA_28_G12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C8,RC17_after_mesDA_28_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B4,RC17_after_mesDA_27_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B7,RC17_after_mesDA_27_B7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A8,RC17_after_mesDA_27_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C7,RC17_after_mesDA_27_C7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D7,RC17_after_mesDA_27_D7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E7,RC17_after_mesDA_27_E7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C8,RC17_after_mesDA_27_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F7,RC17_after_mesDA_27_F7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H7,RC17_after_mesDA_27_H7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G7,RC17_after_mesDA_27_G7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B8,RC17_after_mesDA_25_B8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D2,RC17_after_mesDA_28_D2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H1,RC17_after_mesDA_28_H1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E2,RC17_after_mesDA_28_E2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A8,RC17_after_mesDA_25_A8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A9,RC17_after_mesDA_25_A9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C2,RC17_after_mesDA_28_C2,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H7,RC17_after_mesDA_25_H7,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D1,RC17_after_mesDA_28_D1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E1,RC17_after_mesDA_28_E1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F3,RC17_after_mesDA_28_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F1,RC17_after_mesDA_28_F1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G1,RC17_after_mesDA_28_G1,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G3,RC17_after_mesDA_28_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D4,RC17_after_mesDA_28_D4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B4,RC17_after_mesDA_28_B4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H3,RC17_after_mesDA_28_H3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B11,RC17_after_mesDA_28_B11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E4,RC17_after_mesDA_28_E4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G4,RC17_after_mesDA_28_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_C5,RC17_after_mesDA_28_C5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_H5,RC17_after_mesDA_28_H5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F5,RC17_after_mesDA_28_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A3,RC17_after_mesDA_25_A3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D5,RC17_after_mesDA_28_D5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E5,RC17_after_mesDA_28_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B5,RC17_after_mesDA_28_B5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G5,RC17_after_mesDA_28_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F8,RC17_after_mesDA_25_F8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E8,RC17_after_mesDA_25_E8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D8,RC17_after_mesDA_25_D8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C8,RC17_after_mesDA_25_C8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H4,RC17_after_mesDA_27_H4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E5,RC17_after_mesDA_27_E5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F4,RC17_after_mesDA_27_F4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G4,RC17_after_mesDA_27_G4,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G5,RC17_after_mesDA_27_G5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A5,RC17_after_mesDA_27_A5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G3,RC17_after_mesDA_25_G3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_A9,RC17_after_mesDA_27_A9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C3,RC17_after_mesDA_25_C3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F3,RC17_after_mesDA_25_F3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E9,RC17_after_mesDA_27_E9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D9,RC17_after_mesDA_27_D9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B3,RC17_after_mesDA_25_B3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E3,RC17_after_mesDA_25_E3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C9,RC17_after_mesDA_27_C9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H8,RC17_after_mesDA_27_H8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B11,RC17_after_mesDA_27_B11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A11,RC17_after_mesDA_25_A11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C11,RC17_after_mesDA_25_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H10,RC17_after_mesDA_25_H10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B11,RC17_after_mesDA_25_B11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G11,RC17_after_mesDA_27_G11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_H10,RC17_after_mesDA_27_H10,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F11,RC17_after_mesDA_27_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_C11,RC17_after_mesDA_27_C11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_G8,RC17_after_mesDA_27_G8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F8,RC17_after_mesDA_27_F8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_E12,RC17_after_mesDA_25_E12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_B9,RC17_after_mesDA_27_B9,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_E8,RC17_after_mesDA_27_E8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_D8,RC17_after_mesDA_27_D8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_D12,RC17_after_mesDA_25_D12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G12,RC17_after_mesDA_25_G12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_27_F5,RC17_after_mesDA_27_F5,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F12,RC17_after_mesDA_25_F12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D3,RC17_after_mesDA_28_D3,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_B8,RC17_after_mesDA_28_B8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E8,RC17_after_mesDA_28_E8,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_A12,RC17_after_mesDA_25_A12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_D11,RC17_after_mesDA_28_D11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_F11,RC17_after_mesDA_28_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_E11,RC17_after_mesDA_28_E11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_28_G11,RC17_after_mesDA_28_G11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_G11,RC17_after_mesDA_25_G11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_B12,RC17_after_mesDA_25_B12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_F11,RC17_after_mesDA_25_F11,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_C12,RC17_after_mesDA_25_C12,RC17_after_mesDA,graft,ES,GFP
RC17_after_mesDA_25_H11,RC17_after_mesDA_25_H11,RC17_after_mesDA,graft,ES,GFP
RC17_before_11_B1,RC17_before_11_B1,RC17_before,Culture,ES,size
RC17_before_11_C1,RC17_before_11_C1,RC17_before,Culture,ES,size
RC17_before_13_G3,RC17_before_13_G3,RC17_before,Culture,ES,size
RC17_before_13_F3,RC17_before_13_F3,RC17_before,Culture,ES,size
RC17_before_13_B4,RC17_before_13_B4,RC17_before,Culture,ES,size
RC17_before_13_D3,RC17_before_13_D3,RC17_before,Culture,ES,size
RC17_before_13_E3,RC17_before_13_E3,RC17_before,Culture,ES,size
RC17_before_13_H2,RC17_before_13_H2,RC17_before,Culture,ES,size
RC17_before_13_A3,RC17_before_13_A3,RC17_before,Culture,ES,size
RC17_before_13_B3,RC17_before_13_B3,RC17_before,Culture,ES,size
RC17_before_13_C3,RC17_before_13_C3,RC17_before,Culture,ES,size
RC17_before_13_E2,RC17_before_13_E2,RC17_before,Culture,ES,size
RC17_before_11_A1,RC17_before_11_A1,RC17_before,Culture,ES,size
RC17_before_12_D8,RC17_before_12_D8,RC17_before,Culture,ES,size
RC17_before_12_E5,RC17_before_12_E5,RC17_before,Culture,ES,size
RC17_before_12_D5,RC17_before_12_D5,RC17_before,Culture,ES,size
RC17_before_12_C5,RC17_before_12_C5,RC17_before,Culture,ES,size
RC17_before_12_B5,RC17_before_12_B5,RC17_before,Culture,ES,size
RC17_before_12_A5,RC17_before_12_A5,RC17_before,Culture,ES,size
RC17_before_12_H4,RC17_before_12_H4,RC17_before,Culture,ES,size
RC17_before_12_G4,RC17_before_12_G4,RC17_before,Culture,ES,size
RC17_before_12_F4,RC17_before_12_F4,RC17_before,Culture,ES,size
RC17_before_12_E4,RC17_before_12_E4,RC17_before,Culture,ES,size
RC17_before_12_D4,RC17_before_12_D4,RC17_before,Culture,ES,size
RC17_before_14_H6,RC17_before_14_H6,RC17_before,Culture,ES,size
RC17_before_14_F6,RC17_before_14_F6,RC17_before,Culture,ES,size
RC17_before_14_G6,RC17_before_14_G6,RC17_before,Culture,ES,size
RC17_before_14_D7,RC17_before_14_D7,RC17_before,Culture,ES,size
RC17_before_14_E7,RC17_before_14_E7,RC17_before,Culture,ES,size
RC17_before_14_B7,RC17_before_14_B7,RC17_before,Culture,ES,size
RC17_before_14_C7,RC17_before_14_C7,RC17_before,Culture,ES,size
RC17_before_14_A7,RC17_before_14_A7,RC17_before,Culture,ES,size
RC17_before_12_E8,RC17_before_12_E8,RC17_before,Culture,ES,size
RC17_before_12_H8,RC17_before_12_H8,RC17_before,Culture,ES,size
RC17_before_12_A9,RC17_before_12_A9,RC17_before,Culture,ES,size
RC17_before_12_F8,RC17_before_12_F8,RC17_before,Culture,ES,size
RC17_before_12_G8,RC17_before_12_G8,RC17_before,Culture,ES,size
RC17_before_12_B3,RC17_before_12_B3,RC17_before,Culture,ES,size
RC17_before_12_F6,RC17_before_12_F6,RC17_before,Culture,ES,size
RC17_before_12_G6,RC17_before_12_G6,RC17_before,Culture,ES,size
RC17_before_12_G5,RC17_before_12_G5,RC17_before,Culture,ES,size
RC17_before_12_A6,RC17_before_12_A6,RC17_before,Culture,ES,size
RC17_before_12_C6,RC17_before_12_C6,RC17_before,Culture,ES,size
RC17_before_12_D6,RC17_before_12_D6,RC17_before,Culture,ES,size
RC17_before_12_E6,RC17_before_12_E6,RC17_before,Culture,ES,size
RC17_before_12_H5,RC17_before_12_H5,RC17_before,Culture,ES,size
RC17_before_14_H12,RC17_before_14_H12,RC17_before,Culture,ES,size
RC17_before_14_G8,RC17_before_14_G8,RC17_before,Culture,ES,size
RC17_before_14_A9,RC17_before_14_A9,RC17_before,Culture,ES,size
RC17_before_14_H8,RC17_before_14_H8,RC17_before,Culture,ES,size
RC17_before_14_F8,RC17_before_14_F8,RC17_before,Culture,ES,size
RC17_before_14_E8,RC17_before_14_E8,RC17_before,Culture,ES,size
RC17_before_14_D8,RC17_before_14_D8,RC17_before,Culture,ES,size
RC17_before_11_F7,RC17_before_11_F7,RC17_before,Culture,ES,size
RC17_before_11_A8,RC17_before_11_A8,RC17_before,Culture,ES,size
RC17_before_11_H7,RC17_before_11_H7,RC17_before,Culture,ES,size
RC17_before_11_C8,RC17_before_11_C8,RC17_before,Culture,ES,size
RC17_before_11_B8,RC17_before_11_B8,RC17_before,Culture,ES,size
RC17_before_11_E8,RC17_before_11_E8,RC17_before,Culture,ES,size
RC17_before_11_D8,RC17_before_11_D8,RC17_before,Culture,ES,size
RC17_before_11_G8,RC17_before_11_G8,RC17_before,Culture,ES,size
RC17_before_11_F8,RC17_before_11_F8,RC17_before,Culture,ES,size
RC17_before_13_B2,RC17_before_13_B2,RC17_before,Culture,ES,size
RC17_before_11_A5,RC17_before_11_A5,RC17_before,Culture,ES,size
RC17_before_14_H9,RC17_before_14_H9,RC17_before,Culture,ES,size
RC17_before_13_F2,RC17_before_13_F2,RC17_before,Culture,ES,size
RC17_before_13_G2,RC17_before_13_G2,RC17_before,Culture,ES,size
RC17_before_14_A5,RC17_before_14_A5,RC17_before,Culture,ES,size
RC17_before_14_B5,RC17_before_14_B5,RC17_before,Culture,ES,size
RC17_before_14_F4,RC17_before_14_F4,RC17_before,Culture,ES,size
RC17_before_14_G4,RC17_before_14_G4,RC17_before,Culture,ES,size
RC17_before_14_H4,RC17_before_14_H4,RC17_before,Culture,ES,size
RC17_before_14_B4,RC17_before_14_B4,RC17_before,Culture,ES,size
RC17_before_14_C5,RC17_before_14_C5,RC17_before,Culture,ES,size
RC17_before_12_H9,RC17_before_12_H9,RC17_before,Culture,ES,size
RC17_before_14_H3,RC17_before_14_H3,RC17_before,Culture,ES,size
RC17_before_11_D9,RC17_before_11_D9,RC17_before,Culture,ES,size
RC17_before_11_E9,RC17_before_11_E9,RC17_before,Culture,ES,size
RC17_before_11_F9,RC17_before_11_F9,RC17_before,Culture,ES,size
RC17_before_11_H8,RC17_before_11_H8,RC17_before,Culture,ES,size
RC17_before_11_A9,RC17_before_11_A9,RC17_before,Culture,ES,size
RC17_before_11_B9,RC17_before_11_B9,RC17_before,Culture,ES,size
RC17_before_11_G9,RC17_before_11_G9,RC17_before,Culture,ES,size
RC17_before_13_F4,RC17_before_13_F4,RC17_before,Culture,ES,size
RC17_before_13_G4,RC17_before_13_G4,RC17_before,Culture,ES,size
RC17_before_14_F5,RC17_before_14_F5,RC17_before,Culture,ES,size
RC17_before_14_H5,RC17_before_14_H5,RC17_before,Culture,ES,size
RC17_before_14_C6,RC17_before_14_C6,RC17_before,Culture,ES,size
RC17_before_14_B6,RC17_before_14_B6,RC17_before,Culture,ES,size
RC17_before_14_G5,RC17_before_14_G5,RC17_before,Culture,ES,size
RC17_before_14_F12,RC17_before_14_F12,RC17_before,Culture,ES,size
RC17_before_11_H3,RC17_before_11_H3,RC17_before,Culture,ES,size
RC17_before_11_A4,RC17_before_11_A4,RC17_before,Culture,ES,size
RC17_before_11_B4,RC17_before_11_B4,RC17_before,Culture,ES,size
RC17_before_11_C4,RC17_before_11_C4,RC17_before,Culture,ES,size
